model,term,estimate,std_error,p_value,ci95_low,ci95_high,n
dose_groups_classroom_FE,"C(VISIT_GROUP_PERIOD, Treatment(reference='0'))[T.1-2]",0.3290328642711206,0.034002780170730836,3.789442117567393e-22,0.26238863976225546,0.39567708877998575,6627
dose_groups_classroom_FE,"C(VISIT_GROUP_PERIOD, Treatment(reference='0'))[T.3]",0.39483878207726664,0.06828821398348117,7.384130754650439e-09,0.260996342101079,0.5286812220534542,6627
dose_groups_classroom_FE,"C(VISIT_GROUP_PERIOD, Treatment(reference='0'))[T.4+]",0.4817953698161827,0.05646143682295624,1.4238399649366066e-17,0.37113298712780485,0.5924577525045606,6627
