population,formula,n,n_classrooms,n_careers,covariance,multiple_testing
MU students with later Calculus and CMAT coverage,"Z_GRADE_PRIMARY ~ C(EXACT_VISIT_GROUP_0_1_2_3_4P, Treatment(reference='0')) + C(CLASSROOM_ID) + C(CLAVECARRERA)",4211,181,51,cluster-robust by CLASSROOM_ID,Holm adjustment across 10 pre-specified pairwise visit-group contrasts
