model,term,estimate,std_error,p_value,ci95_low,ci95_high,n
classroom_FE,PERSISTENT_GT3_PERIOD,0.4028432471065266,0.056822636560772674,1.3461168979664447e-12,0.2914729259408032,0.51421356827225,6627
classroom_FE_plus_career,PERSISTENT_GT3_PERIOD,0.3814992449218645,0.05685283557628667,1.9423259095188717e-11,0.27006973477336516,0.4929287550703638,6627
