status,n_treated,n_control,mean_treated,mean_control,mean_diff,mean_diff_ci95_low,mean_diff_ci95_high,welch_t,welch_p,median_treated,median_control,median_diff,median_diff_ci95_low,median_diff_ci95_high,mann_whitney_u,mann_whitney_p,brunner_munzel_stat,brunner_munzel_p,common_language_superiority,rank_biserial,cliffs_delta
ok,472,6155,0.32710113772800875,-0.025083954022359096,0.35218509175036783,0.2840237333230846,0.42195923153160725,9.849933253742035,2.343035982280656e-21,0.545029504002892,0.3305709348664293,0.21445856913646266,0.15275922600572625,0.2529259603791057,1788748.0,4.775688291355675e-17,-8.784885169230396,1.9921459646938887e-17,0.6157141086893665,0.23142821737873298,0.23142821737873298
