outcome,status,n_treated,n_control,mean_treated,mean_control,mean_diff,mean_diff_ci95_low,mean_diff_ci95_high,welch_t,welch_p,median_treated,median_control,median_diff,median_diff_ci95_low,median_diff_ci95_high,mann_whitney_u,mann_whitney_p,brunner_munzel_stat,brunner_munzel_p,common_language_superiority,rank_biserial,cliffs_delta
Z_GRADE_UNIFORM_SENS,ok,302,6325,0.32583445951759094,-0.015557629529535539,0.3413920890471265,0.25534496114875826,0.42281366304998547,7.6337654407194035,2.141177117156993e-13,0.5070962761151472,0.33690000722741653,0.17019626888773065,0.1127733462847906,0.23511422839725818,1171266.5,2.816720241684091e-11,-7.044168872022084,1.0722142965054442e-11,0.613180378504306,0.2263607570086119,0.2263607570086119
Z_GRADE_COMPLETE_CASE,ok,269,5253,0.20038168891398067,-0.010261312453428645,0.21064300136740932,0.13722663896149892,0.28149502709956276,5.547534625499036,5.673060055963965e-08,0.3059816443268806,0.27553534143592046,0.03044630289096012,-0.03567865268924569,0.12630592143398606,759664.0,0.037201018956930294,-2.2643037499738923,0.024250801020470177,0.5376032247814491,0.07520644956289813,0.07520644956289813
