population,k_groups,F_welch,df_num,df_denom,p_value,brown_forsythe_F,brown_forsythe_p
MU students with later Calculus and CMAT coverage,5,10.36387072722305,4,446.64599513699824,4.919934793243722e-08,1.0885616369424178,0.360331843351983
