student_id,career,period,year,partial_1,partial_2,partial_3,partial_4,total,exam_type,percentage
stu_f36b060a6edfd1a59e45e898687dee91,Actuaría,P,2020,10.0,30.0,0.0,10.0,50.0,DMU,33.33333333333333
stu_2f4a86570dc871b7f1c9555b13adc42b,Estrategias Financieras y Contaduría Pública,P,2020,30.0,30.0,10.0,0.0,70.0,DMU,46.66666666666666
stu_4bfd76e99efd32ef6e82b19dedb98865,Ingeniería Civil,P,2020,0.0,10.0,20.0,20.0,50.0,DMU,33.33333333333333
stu_7b791110d42373e4734e41fad683139a,,P,2020,30.0,20.0,40.0,10.0,100.0,DMU,66.66666666666666
stu_356c0e5836f7cc245629ed028682cdba,Administración de Negocios Internacionales,P,2020,20.0,0.0,10.0,20.0,50.0,DMU,33.33333333333333
stu_70fd260eac5ce85c44204db4618a7dab,Ingeniería Mecatrónica,P,2020,10.0,10.0,10.0,0.0,30.0,DMU,20.0
stu_c2a7c42ede3613dd7f7a6c9d7f02d304,,P,2020,30.0,30.0,40.0,0.0,100.0,DMU,66.66666666666666
stu_487937a632cfac38ca28474e8ae51381,,P,2020,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
stu_c8a51b11fb07bbc5416f151044d861db,,P,2020,20.0,40.0,30.0,30.0,120.0,DMU,80.0
stu_e300d0326cdee9d9a7dc3d3a5cdc3864,Ingeniería en Sistemas Computacionales,P,2020,20.0,40.0,20.0,0.0,80.0,DMU,53.33333333333334
stu_94a822f5761c73454e4fe6262dfc2fed,,P,2020,20.0,20.0,20.0,20.0,80.0,DMU,53.33333333333334
stu_b0dc5d130c9fe40a02675a1a7086efb8,,P,2020,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
stu_a064d5f610bc28ee7cf46b7b9737143d,Física,P,2020,30.0,30.0,40.0,10.0,110.0,DMU,73.33333333333333
stu_7e124e846dffed7c34986c1e58c4cddb,Ingeniería Mecatrónica,P,2020,20.0,20.0,10.0,20.0,70.0,DMU,46.66666666666666
stu_6570d4de2d941951ca8899a95f4d9b9a,Administración de Empresas,P,2020,0.0,0.0,30.0,10.0,40.0,DMU,26.66666666666667
stu_a06de3497fb101313841394b8d5b4227,,P,2020,20.0,40.0,40.0,20.0,120.0,DMU,80.0
stu_0425d1da6ae23f86a58f7cbc4d19434e,,P,2020,40.0,40.0,40.0,30.0,150.0,DMU,100.0
stu_7a134ad5179a6d91a96b2effe6a872b7,,P,2020,20.0,20.0,0.0,20.0,60.0,DMU,40.0
stu_0fec827e15bd13c07970373437f8fdb7,Administración de Negocios Internacionales,P,2020,20.0,30.0,30.0,10.0,90.0,DMU,60.0
stu_b4a5841e25d46019b89cf789acdceb49,,P,2020,20.0,10.0,40.0,10.0,80.0,DMU,53.33333333333334
stu_c336d5f0e9eed7ac6c1014b05aaa429d,Administración de Empresas,P,2020,10.0,30.0,10.0,10.0,60.0,DMU,40.0
stu_dd8361a0ae020f028deebf7721835d40,Actuaría,P,2020,40.0,40.0,40.0,30.0,150.0,DMU,100.0
stu_0dfd9ed840b31b60cc46cbd24a301785,,P,2020,40.0,30.0,20.0,20.0,110.0,DMU,73.33333333333333
stu_22f9047d799c22927706f18f518dc082,,P,2020,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
stu_12f3be997471125d277de86c14bdbf9d,Ingeniería en Sistemas Computacionales,P,2020,10.0,20.0,10.0,10.0,50.0,DMU,33.33333333333333
stu_f787f31325ed739bf1a19e3af8474937,,P,2020,20.0,20.0,30.0,20.0,90.0,DMU,60.0
stu_760aacef2ae395b11f50b40d7f9d86b9,,P,2020,20.0,40.0,20.0,0.0,80.0,DMU,53.33333333333334
stu_cee2cc4fb2ac2b1c5b53e22c6500690f,,P,2020,10.0,0.0,10.0,20.0,40.0,DMU,26.66666666666667
stu_9e7f59fae3aaaeb2e608c12f50089603,,P,2020,30.0,30.0,30.0,30.0,120.0,DMU,80.0
stu_b5a6d02f080d59f2d8466da164ec5e08,Economía,P,2020,30.0,20.0,0.0,10.0,60.0,DMU,40.0
stu_7495e9544e21dc99f591e51540a06a3a,Ingeniería Biomédica,P,2020,20.0,30.0,20.0,10.0,80.0,DMU,53.33333333333334
stu_a5f8cc7d6645a11147da626c2f0ce176,,P,2020,40.0,30.0,40.0,30.0,140.0,DMU,93.33333333333333
stu_3c10ea5a3510c74e2de5ba8bdeaa4d13,Estrategias Financieras y Contaduría Pública,P,2020,30.0,40.0,20.0,10.0,100.0,DMU,66.66666666666666
stu_0fef832bad1ec4a9ee0b3db08bdbb456,Ingeniería Industrial,P,2020,40.0,30.0,30.0,20.0,120.0,DMU,80.0
stu_a90cfdfc23e6c2b19efdfe1c5f40c03e,,P,2020,10.0,20.0,20.0,10.0,60.0,DMU,40.0
stu_f28143f60d3373c4cbf7bbb33535be95,Actuaría,P,2020,20.0,20.0,30.0,30.0,100.0,DMU,66.66666666666666
stu_cace1de7720f0d56a6023601e7950425,Actuaría,P,2020,20.0,40.0,40.0,30.0,130.0,DMU,86.66666666666667
stu_098b4cd59fbe83a3361a434a94388b1c,,P,2020,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
stu_7030270e2b11f940d5ccff00fc188b63,,P,2020,10.0,30.0,30.0,20.0,90.0,DMU,60.0
stu_89a87796541ad47540dff7ee661dc4b6,Banca e Inversiones,P,2020,20.0,30.0,10.0,0.0,60.0,DMU,40.0
stu_4f4e8fae34b6b66d6ab8804589527c15,Nanotecnología e Ingeniería Molecular,P,2020,20.0,40.0,20.0,10.0,90.0,DMU,60.0
stu_c46a7b5b1fa7aab62694e5157d38ab46,Administración de Negocios Internacionales,P,2020,10.0,20.0,30.0,0.0,60.0,DMU,40.0
stu_2626249a16cb1e4e903366958080bcdf,,P,2020,30.0,30.0,30.0,30.0,120.0,DMU,80.0
stu_7a8b6ed99b6ac5d60dd29d40087cedb0,,P,2020,0.0,20.0,20.0,10.0,50.0,DMU,33.33333333333333
stu_c646505506d978d59336808d126c0ef6,,P,2020,40.0,20.0,10.0,20.0,90.0,DMU,60.0
stu_00e71fdf3d5cf0f8d8232f73eb4359f4,Economía,P,2020,20.0,30.0,40.0,10.0,100.0,DMU,66.66666666666666
stu_a01a64f44e27431a078e2874e7d2d8b5,,P,2020,30.0,20.0,0.0,0.0,50.0,DMU,33.33333333333333
stu_a7f738828876b989948d56e41374ad67,,P,2020,10.0,20.0,20.0,0.0,50.0,DMU,33.33333333333333
stu_3fdac09d22959f7bf6036a9542f5a83e,Ingeniería Civil,P,2020,20.0,20.0,20.0,20.0,80.0,DMU,53.33333333333334
stu_f10afe7aa115d3da912c95681bbe4191,Bioquímica Clínica,P,2020,0.0,20.0,0.0,10.0,30.0,DMU,20.0
stu_e5aad8527c4c791290380dee7c34953d,Ingeniería en Robótica y Telecomunicaciones,P,2020,20.0,30.0,30.0,10.0,90.0,DMU,60.0
stu_9e0c1e1e19a12add3db1751e6a3abf35,Ingeniería Industrial,P,2020,30.0,30.0,20.0,20.0,100.0,DMU,66.66666666666666
stu_28cfb963cdb87f79040e66067d53b967,Administración de Negocios Internacionales,P,2020,10.0,20.0,20.0,20.0,70.0,DMU,46.66666666666666
stu_60ec105eac25cf82b144f1c0e69e6195,,P,2020,10.0,10.0,10.0,0.0,30.0,DMU,20.0
stu_b776ee479d291bddf45ef764e237f3e0,,P,2020,30.0,30.0,10.0,0.0,70.0,DMU,46.66666666666666
stu_de8423264d46c273f704078100189d72,,P,2020,20.0,30.0,0.0,10.0,60.0,DMU,40.0
stu_6772acc2213a29276107c8b511b1339c,Administración de Empresas,P,2020,10.0,30.0,20.0,10.0,70.0,DMU,46.66666666666666
stu_c5739fa447fa7454621429f15448fe37,,P,2020,40.0,40.0,30.0,10.0,120.0,DMU,80.0
stu_9461b90edbba4f47d99492a6fde9a914,,P,2020,20.0,40.0,10.0,20.0,90.0,DMU,60.0
stu_e93c2a196390b336cf0525e25554d096,,P,2020,40.0,30.0,40.0,30.0,140.0,DMU,93.33333333333333
stu_e60a939e74cbc4d7e791e19fc7c9dcc4,Ingeniería Mecatrónica,P,2020,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
stu_90c905ac14e3107da47095a4e2e9681d,Ingeniería Ambiental,P,2020,10.0,20.0,20.0,0.0,50.0,DMU,33.33333333333333
stu_b5d089fc657fa4382f3cb1d4978a1db2,Actuaría,P,2020,30.0,20.0,30.0,0.0,80.0,DMU,53.33333333333334
stu_0ead02926a6695ca4e177326e250e7ca,,P,2020,20.0,40.0,30.0,0.0,90.0,DMU,60.0
stu_06aea7d36514979ae1ba176af2ed2e6b,Ingeniería Industrial,P,2020,30.0,40.0,40.0,20.0,130.0,DMU,86.66666666666667
stu_b44b9ebf3c3205e9f992b75013732a95,,P,2020,40.0,10.0,10.0,20.0,80.0,DMU,53.33333333333334
stu_89205649b14ae8b3598d9a7e0c3c03b0,,P,2020,20.0,30.0,0.0,30.0,80.0,DMU,53.33333333333334
stu_18cb5a7381cf4cb6010ee867595b8f97,Ingeniería Ambiental,P,2020,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
stu_eb94f02fc73082fb99a80b6405512a6e,,P,2020,20.0,30.0,30.0,20.0,100.0,DMU,66.66666666666666
stu_d83db2ff5e9685359b71020557164d32,,P,2020,10.0,20.0,10.0,0.0,40.0,DMU,26.66666666666667
stu_ad678966106682f5083c4475d1620ca0,Actuaría,P,2020,30.0,20.0,30.0,20.0,100.0,DMU,66.66666666666666
stu_18c3fadedc1ad0acd0754d74a2c9c031,,P,2020,30.0,20.0,20.0,0.0,70.0,DMU,46.66666666666666
stu_abe0498acd702453c10dc9d7560fec70,Actuaría,P,2020,10.0,40.0,10.0,10.0,70.0,DMU,46.66666666666666
stu_49285f86c524661a8e54077ea5f4501e,Economía,P,2020,20.0,10.0,0.0,10.0,40.0,DMU,26.66666666666667
stu_7fa7a31f2cfaab51e7430615c966cd02,Ingeniería Ambiental,P,2020,40.0,30.0,20.0,10.0,100.0,DMU,66.66666666666666
stu_8f2307f8205ce06a67a0958d637a509f,,P,2020,20.0,20.0,0.0,10.0,50.0,DMU,33.33333333333333
stu_68f31368e79735fd7820eca4a5df8cc7,,P,2020,10.0,20.0,0.0,10.0,40.0,DMU,26.66666666666667
stu_ab29dc0a7f3ae6f604a453776239ffa3,Actuaría,P,2020,40.0,20.0,20.0,10.0,90.0,DMU,60.0
stu_81036b76dbb0a3f22382f02040638860,Estrategias Financieras y Contaduría Pública,P,2020,10.0,20.0,20.0,10.0,60.0,DMU,40.0
stu_ea0d8ebf81f597f633f881132b653312,,P,2020,20.0,30.0,0.0,0.0,50.0,DMU,33.33333333333333
stu_f5bb462a9334fd296c908f598c3f83bf,,P,2020,20.0,20.0,30.0,0.0,70.0,DMU,46.66666666666666
stu_ead9a318cac4ee3723a313d18bbb833a,Bioquímica Clínica,P,2020,30.0,40.0,10.0,20.0,100.0,DMU,66.66666666666666
stu_ef1d2db9b0dc4bdc480288a7ce540804,,P,2020,10.0,10.0,40.0,20.0,80.0,DMU,53.33333333333334
stu_b8b80eb4655d76495cd9fb1b363a2f73,,P,2020,10.0,30.0,10.0,10.0,60.0,DMU,40.0
stu_890a2389307cad563c2a308c0f8a3057,Ingeniería Química,P,2020,30.0,10.0,10.0,0.0,50.0,DMU,33.33333333333333
stu_9317acb0d13f8a9996a84b0dc6f3acae,Banca e Inversiones,P,2020,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
stu_584b7e50c93c71b7ded0a34e20cb2d8c,Administración de Negocios Internacionales,P,2020,30.0,30.0,10.0,10.0,80.0,DMU,53.33333333333334
stu_8b9ad3fe4b330e9db7d91d70dcad0aa0,,P,2020,40.0,30.0,10.0,0.0,80.0,DMU,53.33333333333334
stu_0f6f9621bb039b42bfc75520f78a2cca,Ingeniería Industrial,P,2020,30.0,30.0,20.0,10.0,90.0,DMU,60.0
stu_c99cec4d9d4d9c49a206c6fff2974577,,P,2020,10.0,30.0,20.0,0.0,60.0,DMU,40.0
stu_48c6d1e523ba683c24abe95c4c34afde,Ingeniería Química,P,2020,20.0,20.0,10.0,0.0,50.0,DMU,33.33333333333333
stu_d2cb45308b17f59bc991c8e113f18adf,Ingeniería Biomédica,P,2020,40.0,30.0,30.0,0.0,100.0,DMU,66.66666666666666
stu_e8a1e9c06cd9bcaaea894241b508c6a3,,P,2020,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
stu_1a62004a9c926949a00472c355111253,Administración de Empresas,P,2020,10.0,10.0,20.0,10.0,50.0,DMU,33.33333333333333
stu_60baa9cb334b90e673585257aa864e8b,Ingeniería Industrial,P,2020,10.0,10.0,0.0,10.0,30.0,DMU,20.0
stu_cc47cd50ad0e0bf35e4a4714301f2a92,Física,P,2020,30.0,20.0,10.0,0.0,60.0,DMU,40.0
stu_c1e9c81bc92ecde7b5fe598dd68d615e,Ingeniería Industrial,P,2020,0.0,10.0,10.0,10.0,30.0,DMU,20.0
stu_499b879b4fcde87e54bd5301bdb0db1b,Actuaría,P,2020,20.0,40.0,20.0,10.0,90.0,DMU,60.0
stu_fcddf7745217c25ef512e07e13ccd578,Ingeniería Civil,P,2020,10.0,10.0,30.0,0.0,50.0,DMU,33.33333333333333
stu_038b8d35364d759f321f9cc7cb372ee5,Actuaría,P,2020,30.0,20.0,30.0,20.0,100.0,DMU,66.66666666666666
stu_f3176ef1a023c9d09df3fbdbfef098e3,Ingeniería Industrial,P,2020,30.0,20.0,20.0,10.0,80.0,DMU,53.33333333333334
stu_d21b5151a463e79ace14665f9f5afabd,Actuaría,P,2020,40.0,40.0,30.0,10.0,120.0,DMU,80.0
stu_70989da38c447de1696e8ed07a999ece,,P,2020,40.0,10.0,40.0,20.0,110.0,DMU,73.33333333333333
stu_8faf2598233cd438fdd391754a828382,,P,2020,30.0,30.0,40.0,0.0,100.0,DMU,66.66666666666666
stu_9fce178844fb72112a84fb0b794a8afb,Actuaría,P,2020,30.0,20.0,10.0,10.0,70.0,DMU,46.66666666666666
stu_ee86950e7d176adaae00ba88eb3eecfd,,P,2020,20.0,20.0,10.0,10.0,60.0,DMU,40.0
stu_f1ecb2d04063e8003d48cc97b6c4ac55,,P,2020,40.0,10.0,10.0,20.0,80.0,DMU,53.33333333333334
stu_18b9e9377b0362bc31538866b9cbf635,,P,2020,30.0,40.0,40.0,20.0,130.0,DMU,86.66666666666667
stu_8b0c2b635ad587eaa1fedd4b5d1dd004,Ingeniería Industrial,P,2020,10.0,30.0,10.0,0.0,50.0,DMU,33.33333333333333
stu_25f86cfe0ff2690d7b8c79cad29efe93,,P,2020,40.0,10.0,20.0,10.0,80.0,DMU,53.33333333333334
stu_4cf2fd6596358f191a84ba87ab7ff2ac,,P,2020,20.0,30.0,10.0,20.0,80.0,DMU,53.33333333333334
stu_a6dc874a03005a7efcee3fb023183037,,P,2020,30.0,40.0,20.0,10.0,100.0,DMU,66.66666666666666
stu_5fdc44d52245bfbaf1b14a89e8f879ba,,P,2020,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
stu_97368fe70e33f50b9e8651bdc621e14c,,P,2020,30.0,40.0,20.0,0.0,90.0,DMU,60.0
stu_16202bf9b26c1f4912baa16943970fd1,Actuaría,P,2020,30.0,20.0,30.0,30.0,110.0,DMU,73.33333333333333
stu_056002124b2f2306a60767348b2c5fd2,,P,2020,20.0,20.0,30.0,30.0,100.0,DMU,66.66666666666666
stu_d9aaf00d0a3465ef3169a9210a1f3b17,,P,2020,20.0,30.0,10.0,10.0,70.0,DMU,46.66666666666666
stu_73a7284947174657cc12f7f02eb7e891,,P,2020,30.0,10.0,30.0,10.0,80.0,DMU,53.33333333333334
stu_247f4f19ddc75a192b01ab0e98c04630,Ingeniería Mecánica,P,2020,30.0,20.0,20.0,30.0,100.0,DMU,66.66666666666666
stu_6223343fc2c7d6185bacee8724336580,,P,2020,20.0,30.0,40.0,20.0,110.0,DMU,73.33333333333333
stu_0d6e5114f7c1e48f24a86f0ea3530c49,,P,2020,0.0,10.0,20.0,0.0,30.0,DMU,20.0
stu_883e387abf0287c3d1295ea399b55085,Economía,P,2020,30.0,40.0,20.0,10.0,100.0,DMU,66.66666666666666
stu_08c36f765c6af05ad3fae8bccf85b0f1,Ingeniería Mecatrónica,P,2020,30.0,20.0,0.0,10.0,60.0,DMU,40.0
stu_608803237db875eb95f4c0beff08fb4a,Ingeniería Industrial,P,2020,20.0,30.0,30.0,10.0,90.0,DMU,60.0
stu_f21fc52b4e4d510fdb0cea54f9329b01,,P,2020,20.0,20.0,40.0,20.0,100.0,DMU,66.66666666666666
stu_e6b24168d3d9789e84d6ef0cc3dd69ae,Banca e Inversiones,P,2020,30.0,40.0,30.0,20.0,120.0,DMU,80.0
stu_25e19980917407426d0684b9d9b4979b,,P,2020,40.0,40.0,40.0,10.0,130.0,DMU,86.66666666666667
stu_6a62411953b3b1701c73a271ef5a6a8b,,P,2020,40.0,40.0,30.0,20.0,130.0,DMU,86.66666666666667
stu_11115801922cd92c43fa1de8bbbb2e69,,P,2020,20.0,20.0,10.0,0.0,50.0,DMU,33.33333333333333
stu_63bbfadfe0b94e9aac18aa3a86883dae,,P,2020,20.0,10.0,30.0,10.0,70.0,DMU,46.66666666666666
stu_0854fda36468cabe69ed7da98921f75f,,P,2020,20.0,30.0,20.0,0.0,70.0,DMU,46.66666666666666
stu_d7d98f37ae49bc276d8c72890948345e,Actuaría,P,2020,40.0,40.0,30.0,20.0,130.0,DMU,86.66666666666667
stu_3e00b04c5e0bf5047b4c682b4d393b3c,Física,P,2020,40.0,30.0,40.0,10.0,120.0,DMU,80.0
stu_f5c04aa9968965ccba22cff7ff12c5d7,Ingeniería Industrial,P,2020,30.0,10.0,10.0,10.0,60.0,DMU,40.0
stu_b226fdf1decbf1034f265b1380c48cba,Economía,P,2020,20.0,20.0,30.0,10.0,80.0,DMU,53.33333333333334
stu_f212c20a48e8585eddbb2c991cbd7f52,,P,2020,30.0,30.0,20.0,30.0,110.0,DMU,73.33333333333333
stu_3b349f8c764c7e7801e85c42a069014e,Ingeniería Civil,P,2020,30.0,30.0,10.0,10.0,80.0,DMU,53.33333333333334
stu_472b354b55d460d889ff3171af36405a,Ingeniería Mecánica,P,2020,20.0,30.0,40.0,10.0,100.0,DMU,66.66666666666666
stu_ee1364177c15b4eeef420d732d0b749b,,P,2020,40.0,10.0,30.0,20.0,100.0,DMU,66.66666666666666
stu_506a005fc3cab615a7c7a54ad0b29c14,,P,2020,30.0,40.0,20.0,0.0,90.0,DMU,60.0
stu_cd408a134eb4dad3c17b75c6cbb49172,Administración de Empresas,P,2020,30.0,40.0,30.0,10.0,110.0,DMU,73.33333333333333
stu_de52592d9c53e75e51dcc42fee6a0283,,P,2020,20.0,40.0,10.0,0.0,70.0,DMU,46.66666666666666
stu_e03600018110717a270a39cad58755a3,,P,2020,40.0,30.0,20.0,10.0,100.0,DMU,66.66666666666666
stu_3782908387c91a179a02b29122c01db9,Biología,P,2020,10.0,20.0,10.0,20.0,60.0,DMU,40.0
stu_b792b795be391d288e2eb170db00ab64,Administración de Empresas,P,2020,40.0,30.0,20.0,10.0,100.0,DMU,66.66666666666666
stu_a75c292583c35b62c202b7279d5a7d28,Estrategias Financieras y Contaduría Pública,P,2020,20.0,30.0,20.0,30.0,100.0,DMU,66.66666666666666
stu_352c64ffb6afc09c30d71f9fbc443a79,Ingeniería Mecánica,P,2020,10.0,30.0,10.0,20.0,70.0,DMU,46.66666666666666
stu_648befabd57c9c0a2afe719cff8ea035,Administración de Negocios Internacionales,P,2020,20.0,10.0,10.0,10.0,50.0,DMU,33.33333333333333
stu_a98cf241f43b719516c717a93c045d45,,P,2020,40.0,30.0,30.0,30.0,130.0,DMU,86.66666666666667
stu_eba2f322eaf856d363fa585ac9d6c2d6,,P,2020,30.0,40.0,10.0,20.0,100.0,DMU,66.66666666666666
stu_4c98be57d44c3287371b066025723607,Banca e Inversiones,P,2020,20.0,30.0,0.0,20.0,70.0,DMU,46.66666666666666
stu_e41f70d19c623d427dcd62e906a3f84d,Física,P,2020,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
stu_2bbe54559108971bb01d4b7a6e4d6538,,P,2020,10.0,10.0,20.0,0.0,40.0,DMU,26.66666666666667
stu_e88fdd9cebc91ac557cd7779a06ce1f0,Economía,P,2020,30.0,30.0,30.0,20.0,110.0,DMU,73.33333333333333
stu_0d416d94beea6791d66b91869d563088,Ingeniería Civil,P,2020,10.0,10.0,20.0,0.0,40.0,DMU,26.66666666666667
stu_ccc854c001b3b4157834461cc4f4ce37,Ingeniería Industrial,P,2020,40.0,20.0,30.0,0.0,90.0,DMU,60.0
stu_92492f0ae2be8fac30dee707714122fa,,P,2020,10.0,20.0,20.0,20.0,70.0,DMU,46.66666666666666
stu_e40a4b86d3d66738af75f98fbabee4f2,Administración de Negocios Internacionales,P,2020,10.0,20.0,0.0,0.0,30.0,DMU,20.0
stu_7da53960f668f6ac9dc530de50e57089,Administración de Negocios Internacionales,P,2020,20.0,20.0,30.0,30.0,100.0,DMU,66.66666666666666
stu_f9e6c7359c06ba00551634ac23b89d83,Banca e Inversiones,P,2020,30.0,10.0,20.0,10.0,70.0,DMU,46.66666666666666
stu_19043fbed506e40676ec01f344c66171,Ingeniería Civil,P,2020,10.0,20.0,10.0,10.0,50.0,DMU,33.33333333333333
stu_215f3cff6f3d8f909995a9e40e93bc50,,P,2020,30.0,10.0,10.0,20.0,70.0,DMU,46.66666666666666
stu_36284b20947d126ae886e064990c4d30,Administración de Empresas,P,2020,30.0,10.0,20.0,10.0,70.0,DMU,46.66666666666666
stu_8a7a91613b2eda0a3f578de48629fa54,Químico Farmacéutico Biólogo,P,2020,20.0,10.0,20.0,20.0,70.0,DMU,46.66666666666666
stu_848799c29db2a7ed2c943c4d444bde0c,Administración de Empresas,P,2020,20.0,30.0,40.0,10.0,100.0,DMU,66.66666666666666
stu_7e6a1cfbe94b19c46311a99c2adfb0bf,Administración de Negocios Internacionales,P,2020,20.0,40.0,30.0,0.0,90.0,DMU,60.0
stu_e93b190e1578a7aae2be621ff4f7d32f,Administración de Empresas,P,2020,30.0,40.0,10.0,0.0,80.0,DMU,53.33333333333334
stu_a3efa4055757789f0660ec301e45a3ca,Nanotecnología e Ingeniería Molecular,P,2020,20.0,20.0,20.0,10.0,70.0,DMU,46.66666666666666
stu_5099f4bfd39236a1061b3a1acbc19a0f,Administración de Negocios Internacionales,P,2020,20.0,20.0,30.0,0.0,70.0,DMU,46.66666666666666
stu_ef4b2eef020a1c8e01addcbb922784a5,,P,2020,30.0,40.0,20.0,10.0,100.0,DMU,66.66666666666666
stu_299980750e723941e8d2437cb8fb0d85,Ingeniería Industrial,P,2020,40.0,20.0,20.0,20.0,100.0,DMU,66.66666666666666
stu_2f1c3fa405be3bbc54c1e3fc2ac1548b,,P,2020,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
stu_8efbc47761ebf493e95bafe95cf61c2b,,P,2020,10.0,0.0,30.0,10.0,50.0,DMU,33.33333333333333
stu_8086445022be7963c069c88d94b0efa3,,P,2020,20.0,10.0,10.0,0.0,40.0,DMU,26.66666666666667
stu_97407146128b1d67f4879dac45616ac7,Ingeniería Biomédica,P,2020,30.0,20.0,20.0,10.0,80.0,DMU,53.33333333333334
stu_b9441e47fc5341a5defb9dc815ad825b,Estrategias Financieras y Contaduría Pública,P,2020,10.0,30.0,10.0,10.0,60.0,DMU,40.0
stu_8bed60ebafe7466fee1e2cd63fc53054,,P,2020,30.0,30.0,20.0,20.0,100.0,DMU,66.66666666666666
stu_df1a0fe727310f9c441f2ba92a401336,Administración de Negocios Internacionales,P,2020,20.0,30.0,30.0,20.0,100.0,DMU,66.66666666666666
stu_12ac07807cbf0897afa8d51458e947fe,Ingeniería en Logística,P,2020,20.0,20.0,10.0,10.0,60.0,DMU,40.0
stu_38763a2db19c5b71037703412bc6ab98,,P,2020,20.0,30.0,20.0,0.0,70.0,DMU,46.66666666666666
stu_d0185e1e12b4ba6d437ca72446705dd3,,P,2020,10.0,10.0,10.0,10.0,40.0,DMU,26.66666666666667
stu_051a8969e4b2cfa23f569487e3a76643,Economía,P,2020,10.0,20.0,0.0,10.0,40.0,DMU,26.66666666666667
stu_0230720cdd949dfdf2c98850133b596a,Ingeniería Mecánica,P,2020,30.0,20.0,10.0,20.0,80.0,DMU,53.33333333333334
stu_807caa276fe659b9496ec63604a885de,Administración de Empresas,P,2020,10.0,30.0,20.0,10.0,70.0,DMU,46.66666666666666
stu_6c4ee158b782b142bf3c9a24a36ff6e3,Nanotecnología e Ingeniería Molecular,P,2020,30.0,30.0,10.0,10.0,80.0,DMU,53.33333333333334
stu_575def456f638a11e7039798d2b71767,,P,2020,0.0,30.0,30.0,0.0,60.0,DMU,40.0
stu_2e5bd7337de81ebba83ffd62bf45cac1,Ingeniería Industrial,P,2020,30.0,30.0,30.0,0.0,90.0,DMU,60.0
stu_744a58fc756d66507415798542419d17,,P,2020,20.0,30.0,20.0,10.0,80.0,DMU,53.33333333333334
stu_aab536a31dec57900b14413e3367f7c7,Administración de Empresas,P,2020,30.0,30.0,40.0,20.0,120.0,DMU,80.0
stu_7b6b0c43d89b51802498033456e7e7e2,,P,2020,30.0,20.0,40.0,10.0,100.0,DMU,66.66666666666666
stu_2192bff2073767e9a285dc1c9697ad27,Ingeniería en Industrias Alimentarias,P,2020,20.0,30.0,20.0,10.0,80.0,DMU,53.33333333333334
stu_56875b1311080d1cd814586fc854998f,Ingeniería Industrial,P,2020,10.0,10.0,20.0,10.0,50.0,DMU,33.33333333333333
stu_d6b8ecfe7989dab03a2e9b2988e31822,,P,2020,30.0,30.0,30.0,30.0,120.0,DMU,80.0
stu_b39b4318fda1117fdc8bd94659f3af7b,Actuaría,P,2020,40.0,30.0,30.0,20.0,120.0,DMU,80.0
stu_391fb26baf0ce77e990e6f49d00ed2bf,,P,2020,20.0,30.0,20.0,30.0,100.0,DMU,66.66666666666666
stu_fa982ce79e658969684c0d6a4169accd,,P,2020,30.0,0.0,20.0,0.0,50.0,DMU,33.33333333333333
stu_93e7ae813b51b15724c6c2140ac6e6c8,,P,2020,0.0,10.0,30.0,0.0,40.0,DMU,26.66666666666667
stu_48999a81194e8c3e0d19a3082e8de03d,,P,2020,30.0,30.0,20.0,10.0,90.0,DMU,60.0
stu_5805e43a2becfa8b0a4c3fe2fda31464,,P,2020,10.0,30.0,20.0,20.0,80.0,DMU,53.33333333333334
stu_017ed1db7c656ae12b37f27b9c63e0c0,,P,2020,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
stu_c2f69991345beb0fedf08df8fc01ca62,,P,2020,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
stu_abde20585720ddd63db8ff3934105a79,,P,2020,30.0,30.0,20.0,20.0,100.0,DMU,66.66666666666666
stu_52877ded2ec0c0f5b7b83498ebb04398,,P,2020,20.0,10.0,20.0,10.0,60.0,DMU,40.0
stu_700fac23bb144f7903d1e2c3f7ff2443,,P,2020,20.0,20.0,40.0,10.0,90.0,DMU,60.0
stu_a67b871d1cf6c09fe72cc589f54502a4,Estrategias Financieras y Contaduría Pública,P,2020,10.0,20.0,10.0,0.0,40.0,DMU,26.66666666666667
stu_e2a06358acedc560a58e726223f9b607,Economía,P,2020,30.0,10.0,20.0,10.0,70.0,DMU,46.66666666666666
stu_3732c748e674c87610f67c1629359d6e,Administración de Negocios Internacionales,P,2020,20.0,40.0,20.0,10.0,90.0,DMU,60.0
stu_9b147c7ef5788d19f902c09c3b138551,,P,2020,30.0,40.0,30.0,30.0,130.0,DMU,86.66666666666667
stu_b4019f6606ef6b0ad38ec8e4cf88bc75,,P,2020,20.0,30.0,20.0,30.0,100.0,DMU,66.66666666666666
