subject_id,subject_name,source_status
SUBJ_SEGURIDAD_SOCIAL_Y_PENSIONES,Seguridad Social y Pensiones,catalog_and_or_advisory
SUBJ_SEMINARIO_DE_INVESTIGACION,Seminario de Investigación,catalog_and_or_advisory
SUBJ_SEMINARIO_DE_TITULACION,Seminario de Titulación,catalog_and_or_advisory
SUBJ_SIMULACION_DE_SISTEMAS,Simulación de Sistemas,catalog_and_or_advisory
SUBJ_SISTEMAS_DE_INFORMACION_PARA_LA_TOMA_DE_DECISIONES,Sistemas de Información para la Toma de Decisiones,catalog_and_or_advisory
SUBJ_SISTEMAS_DE_MANUFACTURA_AVANZADA,Sistemas de Manufactura Avanzada,catalog_and_or_advisory
SUBJ_TECNOLOGIAS_DE_LA_INFORMACION_EN_LA_CONSTRUCCIO_EB65B5E9,Tecnologías de la Información en la Construcción del Conocimiento,catalog_and_or_advisory
SUBJ_TEMAS_SELECTOS,Temas Selectos,catalog_and_or_advisory
SUBJ_TEMAS_SELECTOS_1_ACTUARIA,Temas Selectos 1 (Actuaría),catalog_and_or_advisory
SUBJ_TEMAS_SELECTOS_1_CIENCIA_DE_DATOS,Temas Selectos 1 (Ciencia de Datos),catalog_and_or_advisory
SUBJ_TEMAS_SELECTOS_1_FISICA,Temas Selectos 1 (Fïsica),catalog_and_or_advisory
SUBJ_TEMAS_SELECTOS_2_ACTUARIA,Temas Selectos 2 (Actuaría),catalog_and_or_advisory
SUBJ_TEMAS_SELECTOS_2_CIENCIA_DE_DATOS,Temas Selectos 2 (Ciencia de Datos),catalog_and_or_advisory
SUBJ_TEMAS_SELECTOS_2_FISICA,Temas Selectos 2 (Fïsica),catalog_and_or_advisory
SUBJ_TEMAS_SELECTOS_3_ACTUARIA,Temas Selectos 3 (Actuaría),catalog_and_or_advisory
SUBJ_TEMAS_SELECTOS_3_CIENCIA_DE_DATOS,Temas Selectos 3 (Ciencia de Datos),catalog_and_or_advisory
SUBJ_TEMAS_SELECTOS_3_FISICA,Temas Selectos 3 (Fïsica),catalog_and_or_advisory
SUBJ_TEORIAS_Y_TECNICAS_DE_OPTIMIZACION,Teorías y Técnicas de Optimización,catalog_and_or_advisory
SUBJ_TEORIA_DEL_INTERES_I,Teoría del Interés I,catalog_and_or_advisory
SUBJ_TEORIA_DEL_INTERES_II,Teoría del Interés II,catalog_and_or_advisory
SUBJ_TEORIA_DEL_RIESGO,Teoría del Riesgo,catalog_and_or_advisory
SUBJ_TEORIA_DEL_SEGURO,Teoría del Seguro,catalog_and_or_advisory
SUBJ_TEORIA_DE_MATRICES,Teoría de Matrices,catalog_and_or_advisory
SUBJ_TEORIA_ELECTROMAGNETICA_I,Teoría Electromagnética I,catalog_and_or_advisory
SUBJ_TEORIA_ELECTROMAGNETICA_II,Teoría Electromagnética II,catalog_and_or_advisory
SUBJ_TERMODINAMICA_QUIMICA,Termodinámica Química,catalog_and_or_advisory
SUBJ_TOPICOS_DE_VANGUARDIA,Tópicos de Vanguardia,catalog_and_or_advisory
SUBJ_TOPOGRAFIA,Topografía,catalog_and_or_advisory
SUBJ_VISUALIZACION_DE_DATOS,Visualización de Datos,catalog_and_or_advisory
SUBJ_ZOOLOGIA_DE_VERTEBRADOS,Zoología de Vertebrados,catalog_and_or_advisory
