course_code,subject_id,catalog_name,course_code_ambiguous
LMR1252,SUBJ_SEMINARIO_DE_INVESTIGACION,Seminario de Investigación,False
LMR1262,SUBJ_ETICA_PROFESIONAL,Ética Profesional,False
LMR2062,SUBJ_INMUNOLOGIA_CLINICA,Inmunología Clínica,False
LNM2013,SUBJ_INTRODUCCION_A_LA_NANOTECNOLOGIA,Introducción a la Nanotecnología,False
LNM2023,SUBJ_QUIMICA_INORGANICA_I,Química Inorgánica I,False
LNM2033,SUBJ_LABORATORIO_DE_QUIMICA_INORGANICA_I,Laboratorio de Química Inorgánica I,False
LNM2043,SUBJ_TERMODINAMICA_QUIMICA,Termodinámica Química,False
LNM2053,SUBJ_LABORATORIO_DE_TERMODINAMICA_QUIMICA,Laboratorio de Termodinámica Química,False
LNM2063,SUBJ_FISICOQUIMICA,Fisicoquímica,False
LNM2073,SUBJ_LABORATORIO_DE_FISICOQUIMICA,Laboratorio de Fisicoquímica,False
LNM3013,SUBJ_QUIMICA_DE_MATERIALES,Química de Materiales,False
LNM3023,SUBJ_LABORATORIO_DE_QUIMICA_DE_MATERIALES,Laboratorio de Química de Materiales,False
LNM3033,SUBJ_QUIMICA_INORGANICA_II,Química Inorgánica II,False
LNM3043,SUBJ_LABORATORIO_DE_QUIMICA_INORGANICA_II,Laboratorio de Química Inorgánica II,False
LNM3053,SUBJ_PRACTICAS_EN_LA_PROFESION_1,Prácticas en la Profesión 1,False
LNM3063,SUBJ_QUIMICA_INORGANICA_II,Química Inorgánica II,False
LNM3073,SUBJ_LABORATORIO_DE_QUIMICA_INORGANICA_II,Laboratorio de Química Inorgánica II,False
LNM3083,SUBJ_NANOMATERIALES_FUNCIONALES,Nanomateriales Funcionales,False
LNM3093,SUBJ_LABORATORIO_DE_NANOMATERIALES_FUNCIONALES,Laboratorio de Nanomateriales Funcionales,False
LNM4013,SUBJ_FISICOQUIMICA_DE_SUPERFICIES,Fisicoquímica de Superficies,False
LNM4023,SUBJ_LABORATORIO_DE_FISICOQUIMICA_DE_SUPERFICIES,Laboratorio de Fisicoquímica de Superficies,False
LNM4033,SUBJ_NANOTECNOLOGIA_E_INDUSTRIA,Nanotecnología e Industria,False
LNM4043,SUBJ_TEMAS_SELECTOS,Temas Selectos,False
LNM4053,SUBJ_PRACTICAS_EN_LA_PROFESION_2,Prácticas en la Profesión 2,False
LNM4063,SUBJ_NANOTECNOLOGIA_Y_SOCIEDAD,Nanotecnología y Sociedad,False
LNM4073,SUBJ_NANOTECNOLOGIA_E_INGENIERIA_MOLECULAR_APLICADA,Nanotecnología e Ingeniería Molecular Aplicada,False
LNM4083,SUBJ_INGENIERIA_MOLECULAR_Y_SIMULACION,Ingeniería Molecular y Simulación,False
LNM4093,SUBJ_PERSPECTIVAS_DISCIPLINARES,Perspectivas Disciplinares,False
LNM4103,SUBJ_TOPICOS_DE_VANGUARDIA,Tópicos de Vanguardia,False
LNM4113,SUBJ_NANOBIOTECNOLOGIA,Nanobiotecnología,False
LNM4123,SUBJ_LABORATORIO_DE_NANOBIOTECNOLOGIA,Laboratorio de Nanobiotecnología,False
MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,Matemáticas Universitarias,False
MAT1013,SUBJ_MATEMATICAS_UNIVERSITARIAS,Matemáticas Universitarias,False
MAT1022,SUBJ_CALCULO_I,Cálculo I,False
MAT1023,SUBJ_CALCULO_I,Cálculo I,False
MAT1032,SUBJ_ALGEBRA_LINEAL,Álgebra Lineal,False
MAT1042,SUBJ_GEOMETRIA_ANALITICA,Geometría Analítica,False
MAT1043,SUBJ_ALGEBRA_SUPERIOR,Álgebra Superior,False
MAT1053,SUBJ_GEOMETRIA_ANALITICA,Geometría Analítica,False
MAT1062,SUBJ_ALGEBRA_SUPERIOR,Álgebra Superior,False
MAT2012,SUBJ_CALCULO_II,Cálculo II,False
MAT2013,SUBJ_CALCULO_II,Cálculo II,False
MAT2023,SUBJ_ANALISIS_MATEMATICO_I,Análisis Matemático I,False
MAT2033,SUBJ_ECUACIONES_DIFERENCIALES_ORDINARIAS,Ecuaciones Diferenciales Ordinarias,False
MAT2042,SUBJ_ANALISIS_MATEMATICO_I,Análisis Matemático I,False
MAT2043,SUBJ_ANALISIS_MATEMATICO_II,Análisis Matemático II,False
MAT2052,SUBJ_ECUACIONES_DIFERENCIALES_ORDINARIAS,Ecuaciones Diferenciales Ordinarias,False
MAT2062,SUBJ_ESTADISTICA_INFERENCIAL,Estadística Inferencial,False
MAT2082,SUBJ_PROBABILIDAD_Y_ESTADISTICA,Probabilidad y Estadística,False
MAT3012,SUBJ_ANALISIS_MATEMATICO_II,Análisis Matemático II,False
MAT3013,SUBJ_ANALISIS_MATEMATICO_II,Análisis Matemático II,False
MAT3022,SUBJ_ECUACIONES_DIFERENCIALES_PARCIALES,Ecuaciones Diferenciales Parciales,False
MAT3033,SUBJ_BIOESTADISTICA,Bioestadística,False
QUI1012,SUBJ_QUIMICA_GENERAL,Química General,False
QUI1013,SUBJ_QUIMICA_GENERAL,Química General,False
QUI1022,SUBJ_LABORATORIO_DE_QUIMICA_GENERAL,Laboratorio de Química General,False
QUI1023,SUBJ_LABORATORIO_DE_QUIMICA_GENERAL,Laboratorio de Química General,False
QUI1032,SUBJ_QUIMICA_ORGANICA_I,Química Orgánica I,False
QUI1042,SUBJ_LABORATORIO_DE_QUIMICA_ORGANICA_I,Laboratorio de Química Orgánica I,False
QUI2012,SUBJ_BIOQUIMICA_I,Bioquímica I,True
QUI2012,SUBJ_QUIMICA_ORGANICA_II,Química Orgánica II,True
QUI2022,SUBJ_LABORATORIO_DE_QUIMICA_ORGANICA_II,Laboratorio de Química Orgánica II,False
QUI2033,SUBJ_QUIMICA_ORGANICA_I,Química Orgánica I,False
QUI2043,SUBJ_LABORATORIO_DE_QUIMICA_ORGANICA_I,Laboratorio de Química Orgánica I,False
QUI2053,SUBJ_QUIMICA_ORGANICA_II,Química Orgánica II,False
QUI2062,SUBJ_BIOQUIMICA_II,Bioquímica II,False
QUI2063,SUBJ_BIOQUIMICA_II,Bioquímica II,True
QUI2063,SUBJ_LABORATORIO_DE_QUIMICA_ORGANICA_II,Laboratorio de Química Orgánica II,True
QUI2073,SUBJ_BIOQUIMICA_I,Bioquímica I,False
QUI2083,SUBJ_LABORATORIO_DE_BIOQUIMICA_I,Laboratorio de Bioquímica I,False
QUI2093,SUBJ_BIOQUIMICA_II,Bioquímica II,False
QUI2103,SUBJ_LABORATORIO_DE_BIOQUIMICA_II,Laboratorio de Bioquímica II,False
