n_input,n_with_leave_period_out_propensity,n_model,professors_model,periods_model,min_other_n,leave_period_out_rate_mean,leave_period_out_rate_sd_student_weighted,leave_period_out_support_min,leave_period_out_support_median,r2,joint_interaction_stat,joint_interaction_p,note
3389,2649,2649,30,10,30,0.25170762454753787,0.10997595184440236,31,78.0,0.185803984823252,21.083044221969782,0.00010117718333064684,historical instructor uptake is an observational proxy for implementation/encouragement; it is not an instrument and may reflect student composition or other instructor-linked factors
