status,comparison,n_v1,n_v2,mean_v1,mean_v2,mean_difference_v2_minus_v1,difference_ci95_low,difference_ci95_high,welch_df,welch_t,welch_p,mann_whitney_u,mann_whitney_p,brunner_munzel_stat,brunner_munzel_p,brown_forsythe_stat,brown_forsythe_p,common_language_p_v2_gt_v1,cliffs_delta_v2_vs_v1,equivalence_margin_z,tost_p,tost_lower_t,tost_lower_p,tost_upper_t,tost_upper_p,equivalent_within_margin_at_05,academic_reason_for_pooling
ok,V=2 minus V=1,517,245,0.21892631231273862,0.2466360152760336,0.027709702963294974,-0.09041821970433732,0.14583762563092728,544.9580327443299,0.4607793503356133,0.6451407425884571,62522.0,0.7753217711352768,0.29115711005681827,0.7710442999762328,1.949093551347717,0.16309221765687348,0.49360123159515257,-0.012797536809694865,0.2,0.0021656081960669585,3.7865410948478093,8.48677003562078e-05,-2.8649823941765833,0.0021656081960669585,True,both 1 and 2 visits are below the institutional PPA threshold of 3
