n,p_calc_visit_given_mu_visit,p_calc_visit_given_mu_visit_ci95_low,p_calc_visit_given_mu_visit_ci95_high,p_calc_visit_given_no_mu_visit,p_calc_visit_given_no_mu_visit_ci95_low,p_calc_visit_given_no_mu_visit_ci95_high,risk_difference,risk_difference_ci95_low,risk_difference_ci95_high,risk_difference_ci_method,risk_ratio,risk_ratio_ci95_low,risk_ratio_ci95_high,odds_ratio,odds_ratio_ci95_low,odds_ratio_ci95_high,fisher_exact_or,fisher_exact_p,pearson_chi_square,pearson_chi_square_p,phi,min_expected_cell,mcnemar_statistic,mcnemar_p,mcnemar_interpretation,association_interpretation
4211,0.47491995731056563,0.4431132213688393,0.5069314970485308,0.16890653634697617,0.15646236643766379,0.18212675471525316,0.30601342096358947,0.27156864450950813,0.34035866868619524,Newcombe-Wilson,2.8117322608224087,2.540300175021106,3.1121669731349004,4.450392537379262,3.801958324391793,5.209418948570255,4.450392537379262,3.57898243060172e-76,377.26210916081,4.909629316816846e-84,0.299315338877884,222.06744241272858,3.444976076555024,0.06344434012877868,"tests marginal change in use prevalence, not MU->Calculus association","RR/OR compare probability of Calculus use between prior MU users and non-users; observational, not causal"
