model,term,estimate,std_error,p_value,ci95_low,ci95_high,n
classroom_FE,PPA_REACHED_PERIOD,0.3989645297149141,0.04843437616346221,1.7626070166828654e-16,0.3040348968208629,0.4938941626089653,6627
classroom_FE_plus_career,PPA_REACHED_PERIOD,0.3819251368991432,0.048180770792108245,2.2464710544010252e-15,0.2874925613992317,0.4763577123990547,6627
