status,comparison,n_v1,n_v2,mean_v1,mean_v2,mean_difference_v2_minus_v1,difference_ci95_low,difference_ci95_high,welch_df,welch_t,welch_p,mann_whitney_u,mann_whitney_p,brunner_munzel_stat,brunner_munzel_p,brown_forsythe_stat,brown_forsythe_p,common_language_p_v2_gt_v1,cliffs_delta_v2_vs_v1,equivalence_margin_z,tost_p,tost_lower_t,tost_lower_p,tost_upper_t,tost_upper_p,equivalent_within_margin_at_05,academic_reason_for_pooling
ok,V=2 minus V=1,517,245,0.22247274620644958,0.20914494526728913,-0.013327800939160445,-0.13469181704828936,0.10803621516996849,511.60670221403427,-0.21574725675761883,0.8292707494942995,62028.5,0.6460070073951032,0.4647551391898347,0.6423047852776527,0.2688279073862596,0.6042700256929798,0.48970512769904867,-0.02058974460190266,0.2,0.0013192739902482722,3.021804950729198,0.0013192739902482722,-3.453299464244435,0.0002998480021655541,True,both 1 and 2 visits are below the institutional PPA threshold of 3
