status,n_treated,n_control,mean_treated,mean_control,mean_diff,mean_diff_ci95_low,mean_diff_ci95_high,welch_t,welch_p,median_treated,median_control,median_diff,median_diff_ci95_low,median_diff_ci95_high,mann_whitney_u,mann_whitney_p,brunner_munzel_stat,brunner_munzel_p,common_language_superiority,rank_biserial,cliffs_delta
ok,472,6155,0.33599730082297596,-0.025766161817781432,0.36176346264075737,0.2902750181989186,0.4287046589638302,10.241761201233924,7.498691491063234e-23,0.5371633791254911,0.3327006726578683,0.20446270646762277,0.14244475138220208,0.24074439099759565,1793199.5,1.844038778850772e-17,-8.98401934654143,4.105087800499095e-18,0.6172463822990817,0.23449276459816337,0.23449276459816337
