status,visit_a,visit_b,n_a,n_b,mean_a,mean_b,sd_a,sd_b,mean_difference_a_minus_b,ci95_low,ci95_high,welch_t,welch_df,welch_p,equivalence_margin_abs_z,tost_lower_t,tost_lower_p,tost_upper_t,tost_upper_p,tost_p_max,equivalent_within_margin_at_alpha,mann_whitney_u,mann_whitney_p,brunner_munzel_stat,brunner_munzel_p,ks_stat,ks_p,brown_forsythe_stat,brown_forsythe_p
ok,1,2,517,245,0.22247274620644958,0.20914494526728913,0.8352811766076083,0.7773865826679228,0.013327800939160445,-0.10803621516996849,0.13469181704828936,0.21574725675761883,511.60670221403427,0.8292707494942995,0.2,3.4532994642444357,0.00029984800216555335,-3.021804950729198,0.001319273990248272,0.001319273990248272,True,64636.5,0.6460070073951032,-0.4647551391898347,0.6423047852776527,0.056613902814510716,0.6342907579367841,0.2688279073862596,0.6042700256929798
