status,n_treated,n_control,mean_treated,mean_control,mean_diff,mean_diff_ci95_low,mean_diff_ci95_high,welch_t,welch_p,median_treated,median_control,median_diff,median_diff_ci95_low,median_diff_ci95_high,mann_whitney_u,mann_whitney_p,brunner_munzel_stat,brunner_munzel_p,common_language_superiority,rank_biserial,cliffs_delta
ok,302,6325,0.3421911368639076,-0.016338612384648246,0.35852974924855585,0.27703147763564867,0.43859193583796463,8.367513165185704,1.3210695163914722e-15,0.5348004387103023,0.3370190198675478,0.19778141884275446,0.11474743834196055,0.24129319761511686,1177194.5,8.010878696291467e-12,-7.184943700576196,4.453053337903302e-12,0.6162837997015941,0.23256759940318816,0.23256759940318816
