exact_visits,active_calendar_months,n,mean_z,median_z,ci95_low,ci95_high
3,1,26,0.29083316274520404,0.49361175260818974,0.10971306345384241,0.4719532620365657
3,2,73,0.29074672523147915,0.43166595986403683,0.15984346587059015,0.42164998459236813
3,3,45,0.4034705036591811,0.47400999960051377,0.27221748202975976,0.5347235252886025
