status,test,n,classrooms,constraints,wald_statistic,p_value,fixed_effects,covariance
ok,joint Wald test of visit-group terms,6627,190,3,153.1933245761196,5.39336623745298e-33,professor x period classroom,cluster-robust by professor x period classroom
