outcome,status,n_treated,n_control,mean_treated,mean_control,mean_diff,mean_diff_ci95_low,mean_diff_ci95_high,welch_t,welch_p,median_treated,median_control,median_diff,median_diff_ci95_low,median_diff_ci95_high,mann_whitney_u,mann_whitney_p,brunner_munzel_stat,brunner_munzel_p,common_language_superiority,rank_biserial,cliffs_delta
Z_GRADE_UNIFORM_SENS,ok,302,6325,0.3272174244835718,-0.015623662006962613,0.3428410864905344,0.25658419723189096,0.4242938875350017,7.667104977398919,1.7139739587167174e-13,0.5094609318394744,0.33894904128225517,0.17051189055721921,0.11375906337555708,0.23427223097565603,1172122.0,2.3540434308978566e-11,-7.068787326051584,9.195940654131154e-12,0.6136282490903856,0.2272564981807712,0.2272564981807712
Z_GRADE_COMPLETE_CASE,ok,269,5253,0.20038168891398067,-0.010261312453428645,0.21064300136740932,0.13722663896149892,0.28149502709956276,5.547534625499036,5.673060055963965e-08,0.3059816443268806,0.27553534143592046,0.03044630289096012,-0.03567865268924569,0.12630592143398606,759664.0,0.037201018956930294,-2.2643037499738923,0.024250801020470177,0.5376032247814491,0.07520644956289813,0.07520644956289813
