population,YEAR,SESSION,lag_days,autocorrelation,pairs,periods
First-MU cohort during MU term,2021.0,OTONO,40,-0.11473787405028205,116,1
First-MU cohort during MU term,2021.0,OTONO,41,-0.05372622583703066,115,1
First-MU cohort during MU term,2021.0,OTONO,42,-0.15887447280127154,114,1
First-MU cohort during MU term,2021.0,OTONO,43,-0.08177664258826646,113,1
First-MU cohort during MU term,2021.0,OTONO,44,0.06214512865226975,112,1
First-MU cohort during MU term,2021.0,OTONO,45,-0.05128557783925033,111,1
First-MU cohort during MU term,2022.0,OTONO,14,-0.2575165372811273,141,1
First-MU cohort during MU term,2022.0,OTONO,15,-0.12110423553015583,140,1
First-MU cohort during MU term,2022.0,OTONO,16,-0.135843014501999,139,1
First-MU cohort during MU term,2022.0,OTONO,17,0.028227542459402483,138,1
First-MU cohort during MU term,2022.0,OTONO,18,0.002497325137459592,137,1
First-MU cohort during MU term,2022.0,OTONO,19,-0.09587216503732593,136,1
First-MU cohort during MU term,2022.0,OTONO,20,-0.005371840886894477,135,1
First-MU cohort during MU term,2022.0,OTONO,21,-0.059906855344652496,134,1
First-MU cohort during MU term,2022.0,OTONO,22,0.042339415184318205,133,1
First-MU cohort during MU term,2022.0,OTONO,23,-0.0342684503103543,132,1
First-MU cohort during MU term,2022.0,OTONO,24,-0.004350204595107237,131,1
First-MU cohort during MU term,2022.0,OTONO,25,-0.05042522365594786,130,1
First-MU cohort during MU term,2022.0,OTONO,26,0.1298441949520941,129,1
First-MU cohort during MU term,2022.0,OTONO,27,0.19994684129907753,128,1
First-MU cohort during MU term,2022.0,OTONO,28,0.32381491725357514,127,1
First-MU cohort during MU term,2022.0,OTONO,29,0.3291414890442783,126,1
First-MU cohort during MU term,2022.0,OTONO,30,0.14551184206608325,125,1
First-MU cohort during MU term,2022.0,OTONO,31,0.10676415848501866,124,1
First-MU cohort during MU term,2022.0,OTONO,32,-0.01498514675380266,123,1
First-MU cohort during MU term,2022.0,OTONO,33,0.06552420344058868,122,1
First-MU cohort during MU term,2022.0,OTONO,34,0.013487448502819301,121,1
First-MU cohort during MU term,2022.0,OTONO,35,0.07551925462106514,120,1
First-MU cohort during MU term,2022.0,OTONO,36,0.0058007611475112695,119,1
First-MU cohort during MU term,2022.0,OTONO,37,-0.08717990812402096,118,1
First-MU cohort during MU term,2022.0,OTONO,38,-0.15492710075673807,117,1
First-MU cohort during MU term,2022.0,OTONO,39,-0.13332661118162115,116,1
First-MU cohort during MU term,2022.0,OTONO,40,-0.16195759672179708,115,1
First-MU cohort during MU term,2022.0,OTONO,41,-0.2764575835337216,114,1
First-MU cohort during MU term,2022.0,OTONO,42,-0.39067978252974905,113,1
First-MU cohort during MU term,2022.0,OTONO,43,-0.11255692740694248,112,1
First-MU cohort during MU term,2022.0,OTONO,44,-0.08650664541309504,111,1
First-MU cohort during MU term,2022.0,OTONO,45,-0.005207586524631434,110,1
First-MU cohort during MU term,2023.0,OTONO,14,-0.09205808669868497,141,1
First-MU cohort during MU term,2023.0,OTONO,15,-0.07065564205870217,140,1
First-MU cohort during MU term,2023.0,OTONO,16,-0.09623651500690847,139,1
First-MU cohort during MU term,2023.0,OTONO,17,-0.013612200332569548,138,1
First-MU cohort during MU term,2023.0,OTONO,18,-0.005878639778740937,137,1
First-MU cohort during MU term,2023.0,OTONO,19,-0.0641232171655119,136,1
First-MU cohort during MU term,2023.0,OTONO,20,-0.01154660420400812,135,1
First-MU cohort during MU term,2023.0,OTONO,21,-0.10029902330570512,134,1
First-MU cohort during MU term,2023.0,OTONO,22,-0.055709878074750585,133,1
First-MU cohort during MU term,2023.0,OTONO,23,-0.05318832460107129,132,1
First-MU cohort during MU term,2023.0,OTONO,24,-0.16916698899115346,131,1
First-MU cohort during MU term,2023.0,OTONO,25,-0.04366124884730078,130,1
First-MU cohort during MU term,2023.0,OTONO,26,0.09936066260877499,129,1
First-MU cohort during MU term,2023.0,OTONO,27,0.1753385208086886,128,1
First-MU cohort during MU term,2023.0,OTONO,28,0.17151635641210958,127,1
First-MU cohort during MU term,2023.0,OTONO,29,0.11777414581826086,126,1
First-MU cohort during MU term,2023.0,OTONO,30,0.185959901962869,125,1
First-MU cohort during MU term,2023.0,OTONO,31,0.09061890003917089,124,1
First-MU cohort during MU term,2023.0,OTONO,32,-0.13652200088889357,123,1
First-MU cohort during MU term,2023.0,OTONO,33,0.052152888709416735,122,1
First-MU cohort during MU term,2023.0,OTONO,34,-0.03516282349036994,121,1
First-MU cohort during MU term,2023.0,OTONO,35,-0.04391203258520686,120,1
First-MU cohort during MU term,2023.0,OTONO,36,-0.09708609488861512,119,1
First-MU cohort during MU term,2023.0,OTONO,37,-0.1821501912792676,118,1
First-MU cohort during MU term,2023.0,OTONO,38,-0.14291502481973353,117,1
First-MU cohort during MU term,2023.0,OTONO,39,-0.2130544443065397,116,1
First-MU cohort during MU term,2023.0,OTONO,40,-0.10153433449778576,115,1
First-MU cohort during MU term,2023.0,OTONO,41,-0.25703232467898385,114,1
First-MU cohort during MU term,2023.0,OTONO,42,-0.39071988977344846,113,1
First-MU cohort during MU term,2023.0,OTONO,43,-0.12205695475380832,112,1
First-MU cohort during MU term,2023.0,OTONO,44,-0.18528313449491918,111,1
First-MU cohort during MU term,2023.0,OTONO,45,0.021910519502896814,110,1
First-MU cohort during MU term,,POOLED,14,-0.10611688406527031,707,5
First-MU cohort during MU term,,POOLED,15,0.0013765799227536876,702,5
First-MU cohort during MU term,,POOLED,16,-0.012027401094238895,697,5
First-MU cohort during MU term,,POOLED,17,-0.004770685877327207,692,5
First-MU cohort during MU term,,POOLED,18,-0.0041235396805773695,687,5
First-MU cohort during MU term,,POOLED,19,-0.05346308996938022,682,5
First-MU cohort during MU term,,POOLED,20,-0.011453768267012727,677,5
First-MU cohort during MU term,,POOLED,21,-0.08778699697380166,672,5
First-MU cohort during MU term,,POOLED,22,-0.07114548746368617,667,5
First-MU cohort during MU term,,POOLED,23,-0.06728251698082933,662,5
First-MU cohort during MU term,,POOLED,24,-0.07493921467335284,657,5
First-MU cohort during MU term,,POOLED,25,-0.07114547903922006,652,5
First-MU cohort during MU term,,POOLED,26,0.008311337116518614,647,5
First-MU cohort during MU term,,POOLED,27,0.09440244642157555,642,5
First-MU cohort during MU term,,POOLED,28,0.13161457873938587,637,5
First-MU cohort during MU term,,POOLED,29,0.13883198856677612,632,5
First-MU cohort during MU term,,POOLED,30,0.21558942965894484,627,5
First-MU cohort during MU term,,POOLED,31,0.20962112178351922,622,5
First-MU cohort during MU term,,POOLED,32,0.03430467895743106,617,5
First-MU cohort during MU term,,POOLED,33,0.03074772170574393,612,5
First-MU cohort during MU term,,POOLED,34,0.03793775643810646,607,5
First-MU cohort during MU term,,POOLED,35,0.03863552537788574,602,5
First-MU cohort during MU term,,POOLED,36,-0.03709384933933533,597,5
First-MU cohort during MU term,,POOLED,37,-0.11414134629864794,592,5
First-MU cohort during MU term,,POOLED,38,-0.11497869653154306,587,5
First-MU cohort during MU term,,POOLED,39,-0.12038373611016594,582,5
First-MU cohort during MU term,,POOLED,40,-0.12069111294295548,577,5
First-MU cohort during MU term,,POOLED,41,-0.14998462213900302,572,5
First-MU cohort during MU term,,POOLED,42,-0.211499984623918,567,5
First-MU cohort during MU term,,POOLED,43,-0.10888631880294103,562,5
First-MU cohort during MU term,,POOLED,44,-0.04632158185950749,557,5
First-MU cohort during MU term,,POOLED,45,0.011577171605777793,552,5
