population,k_groups,F_welch,df_num,df_denom,p_value,brown_forsythe_F,brown_forsythe_p
All first-MU attempts with CMAT coverage,5,43.458700533433436,4,594.827885562319,5.233241479405291e-32,15.880610725110804,6.072350887810771e-13
