population,YEAR,SESSION,VISIT_DATE,visits,unique_students
All CMAT,2023,OTONO,2023-10-26,36,33
All CMAT,2023,OTONO,2023-10-27,14,14
All CMAT,2023,OTONO,2023-10-30,38,37
All CMAT,2023,OTONO,2023-10-31,35,33
All CMAT,2023,OTONO,2023-11-04,27,21
All CMAT,2023,OTONO,2023-11-09,33,31
All CMAT,2023,OTONO,2023-11-10,37,35
All CMAT,2023,OTONO,2023-11-13,37,35
All CMAT,2023,OTONO,2023-11-14,34,33
All CMAT,2023,OTONO,2023-11-15,50,50
All CMAT,2023,OTONO,2023-11-16,34,27
All CMAT,2023,OTONO,2023-11-17,9,8
All CMAT,2023,OTONO,2023-11-21,20,17
All CMAT,2023,OTONO,2023-11-22,38,38
All CMAT,2023,OTONO,2023-11-23,17,17
All CMAT,2023,OTONO,2023-11-24,9,9
All CMAT,2023,OTONO,2023-12-04,21,19
All CMAT,2023,OTONO,2023-12-09,12,11
All CMAT,2023,OTONO,2023-12-10,26,24
All CMAT,2023,PRIMAVERA,2023-01-02,32,27
All CMAT,2023,PRIMAVERA,2023-01-03,18,18
All CMAT,2023,PRIMAVERA,2023-01-09,19,16
All CMAT,2023,PRIMAVERA,2023-01-11,40,38
All CMAT,2023,PRIMAVERA,2023-01-16,12,11
All CMAT,2023,PRIMAVERA,2023-01-17,11,11
All CMAT,2023,PRIMAVERA,2023-01-18,9,9
All CMAT,2023,PRIMAVERA,2023-01-19,10,10
All CMAT,2023,PRIMAVERA,2023-01-23,16,15
All CMAT,2023,PRIMAVERA,2023-01-24,16,13
All CMAT,2023,PRIMAVERA,2023-01-25,12,12
All CMAT,2023,PRIMAVERA,2023-01-26,10,10
All CMAT,2023,PRIMAVERA,2023-01-30,32,29
All CMAT,2023,PRIMAVERA,2023-01-31,34,30
All CMAT,2023,PRIMAVERA,2023-02-02,17,17
All CMAT,2023,PRIMAVERA,2023-02-03,9,9
All CMAT,2023,PRIMAVERA,2023-02-05,43,31
All CMAT,2023,PRIMAVERA,2023-02-10,47,46
All CMAT,2023,PRIMAVERA,2023-02-11,25,21
All CMAT,2023,PRIMAVERA,2023-02-13,40,31
All CMAT,2023,PRIMAVERA,2023-02-14,15,12
All CMAT,2023,PRIMAVERA,2023-02-15,21,20
All CMAT,2023,PRIMAVERA,2023-02-16,12,12
All CMAT,2023,PRIMAVERA,2023-02-20,19,19
All CMAT,2023,PRIMAVERA,2023-02-21,27,21
All CMAT,2023,PRIMAVERA,2023-02-22,31,31
All CMAT,2023,PRIMAVERA,2023-02-23,15,14
All CMAT,2023,PRIMAVERA,2023-02-27,20,20
All CMAT,2023,PRIMAVERA,2023-02-28,25,20
All CMAT,2023,PRIMAVERA,2023-03-05,21,20
All CMAT,2023,PRIMAVERA,2023-03-10,53,46
All CMAT,2023,PRIMAVERA,2023-03-11,9,9
All CMAT,2023,PRIMAVERA,2023-03-13,25,24
All CMAT,2023,PRIMAVERA,2023-03-14,22,21
All CMAT,2023,PRIMAVERA,2023-03-15,21,16
All CMAT,2023,PRIMAVERA,2023-03-16,12,11
All CMAT,2023,PRIMAVERA,2023-03-21,19,18
All CMAT,2023,PRIMAVERA,2023-03-22,17,15
All CMAT,2023,PRIMAVERA,2023-03-23,7,7
All CMAT,2023,PRIMAVERA,2023-03-27,12,12
All CMAT,2023,PRIMAVERA,2023-03-28,18,18
All CMAT,2023,PRIMAVERA,2023-03-29,25,24
All CMAT,2023,PRIMAVERA,2023-03-30,9,8
All CMAT,2023,PRIMAVERA,2023-04-05,13,13
All CMAT,2023,PRIMAVERA,2023-04-09,60,57
All CMAT,2023,PRIMAVERA,2023-04-10,49,47
All CMAT,2023,PRIMAVERA,2023-04-13,23,21
All CMAT,2023,PRIMAVERA,2023-04-17,17,14
All CMAT,2023,PRIMAVERA,2023-04-18,13,11
All CMAT,2023,PRIMAVERA,2023-04-19,9,9
All CMAT,2023,PRIMAVERA,2023-04-20,13,12
All CMAT,2023,PRIMAVERA,2023-04-24,18,18
All CMAT,2023,PRIMAVERA,2023-04-25,21,20
All CMAT,2023,PRIMAVERA,2023-04-26,30,27
All CMAT,2023,PRIMAVERA,2023-04-27,13,10
All CMAT,2023,PRIMAVERA,2023-05-09,46,43
All CMAT,2023,PRIMAVERA,2023-05-10,21,19
All CMAT,2023,PRIMAVERA,2023-06-03,23,23
All CMAT,2023,PRIMAVERA,2023-06-09,42,40
All CMAT,2023,PRIMAVERA,2023-06-10,7,7
All CMAT,2023,PRIMAVERA,2023-06-11,34,33
All CMAT,2024,PRIMAVERA,2024-01-12,1,1
All CMAT,2024,PRIMAVERA,2024-01-15,11,11
All CMAT,2024,PRIMAVERA,2024-01-16,10,10
All CMAT,2024,PRIMAVERA,2024-01-17,9,8
All CMAT,2024,PRIMAVERA,2024-01-18,6,6
All CMAT,2024,PRIMAVERA,2024-01-19,1,1
All CMAT,2024,PRIMAVERA,2024-01-22,15,14
All CMAT,2024,PRIMAVERA,2024-01-23,13,12
All CMAT,2024,PRIMAVERA,2024-01-24,12,11
All CMAT,2024,PRIMAVERA,2024-01-25,20,19
All CMAT,2024,PRIMAVERA,2024-01-26,3,3
All CMAT,2024,PRIMAVERA,2024-01-29,8,8
All CMAT,2024,PRIMAVERA,2024-01-30,24,22
All CMAT,2024,PRIMAVERA,2024-01-31,17,15
All CMAT,2024,PRIMAVERA,2024-02-01,33,32
All CMAT,2024,PRIMAVERA,2024-02-02,4,3
All CMAT,2024,PRIMAVERA,2024-02-06,41,36
All CMAT,2024,PRIMAVERA,2024-02-07,22,21
All CMAT,2024,PRIMAVERA,2024-02-08,17,15
All CMAT,2024,PRIMAVERA,2024-02-09,6,6
All CMAT,2024,PRIMAVERA,2024-02-12,15,15
All CMAT,2024,PRIMAVERA,2024-02-13,21,16
All CMAT,2024,PRIMAVERA,2024-02-14,29,28
All CMAT,2024,PRIMAVERA,2024-02-15,21,19
All CMAT,2024,PRIMAVERA,2024-02-16,2,2
All CMAT,2024,PRIMAVERA,2024-02-19,17,16
All CMAT,2024,PRIMAVERA,2024-02-20,9,9
All CMAT,2024,PRIMAVERA,2024-02-21,16,16
All CMAT,2024,PRIMAVERA,2024-02-22,23,22
All CMAT,2024,PRIMAVERA,2024-02-23,1,1
All CMAT,2024,PRIMAVERA,2024-02-26,22,19
All CMAT,2024,PRIMAVERA,2024-02-27,14,14
All CMAT,2024,PRIMAVERA,2024-02-28,19,19
All CMAT,2024,PRIMAVERA,2024-02-29,41,40
All CMAT,2024,PRIMAVERA,2024-03-01,4,4
All CMAT,2024,PRIMAVERA,2024-03-04,12,12
All CMAT,2024,PRIMAVERA,2024-03-05,26,25
All CMAT,2024,PRIMAVERA,2024-03-06,12,12
All CMAT,2024,PRIMAVERA,2024-03-07,20,20
All CMAT,2024,PRIMAVERA,2024-03-08,3,3
All CMAT,2024,PRIMAVERA,2024-03-11,17,17
All CMAT,2024,PRIMAVERA,2024-03-12,32,30
All CMAT,2024,PRIMAVERA,2024-03-13,14,14
All CMAT,2024,PRIMAVERA,2024-03-14,14,14
All CMAT,2024,PRIMAVERA,2024-03-15,2,2
All CMAT,2024,PRIMAVERA,2024-03-19,16,15
All CMAT,2024,PRIMAVERA,2024-03-20,10,8
All CMAT,2024,PRIMAVERA,2024-03-21,12,12
All CMAT,2024,PRIMAVERA,2024-04-01,13,13
All CMAT,2024,PRIMAVERA,2024-04-02,13,13
All CMAT,2024,PRIMAVERA,2024-04-03,16,16
All CMAT,2024,PRIMAVERA,2024-04-04,29,29
All CMAT,2024,PRIMAVERA,2024-04-05,5,5
All CMAT,2024,PRIMAVERA,2024-04-08,19,17
All CMAT,2024,PRIMAVERA,2024-04-09,15,14
All CMAT,2024,PRIMAVERA,2024-04-10,27,27
All CMAT,2024,PRIMAVERA,2024-04-11,28,28
All CMAT,2024,PRIMAVERA,2024-04-12,6,5
All CMAT,2024,PRIMAVERA,2024-04-15,17,17
All CMAT,2024,PRIMAVERA,2024-04-16,36,35
All CMAT,2024,PRIMAVERA,2024-04-17,22,19
All CMAT,2024,PRIMAVERA,2024-04-18,19,17
All CMAT,2024,PRIMAVERA,2024-04-19,6,5
All CMAT,2024,PRIMAVERA,2024-04-22,29,26
All CMAT,2024,PRIMAVERA,2024-04-23,12,11
All CMAT,2024,PRIMAVERA,2024-04-24,26,23
All CMAT,2024,PRIMAVERA,2024-04-25,26,25
All CMAT,2024,PRIMAVERA,2024-04-26,15,13
All CMAT,2024,PRIMAVERA,2024-04-29,27,21
All CMAT,2024,PRIMAVERA,2024-04-30,1,1
All CMAT,2024,PRIMAVERA,2024-05-02,2,2
All CMAT,2024,PRIMAVERA,2024-05-03,1,1
