status,n_treated,n_control,mean_treated,mean_control,mean_diff,mean_diff_ci95_low,mean_diff_ci95_high,welch_t,welch_p,median_treated,median_control,median_diff,median_diff_ci95_low,median_diff_ci95_high,mann_whitney_u,mann_whitney_p,brunner_munzel_stat,brunner_munzel_p,common_language_superiority,rank_biserial,cliffs_delta
ok,302,6325,0.35485693622654396,-0.01694336675737809,0.371800302983922,0.2928605013997933,0.4462889317668762,9.020277806316502,1.0840195377462943e-17,0.5421886923154509,0.3354778637924491,0.20671082852300177,0.12761873942639762,0.254583693789283,1180318.5,4.075715552428292e-12,-7.350717886840599,1.5358970870700736e-12,0.6179192733554957,0.23583854671099136,0.23583854671099136
