model,term,estimate,std_error,p_value,ci95_low,ci95_high,n
classroom_FE,PPA_REACHED_PERIOD,0.3884011903167781,0.04926202778634159,3.1606793215369354e-15,0.2918493900501372,0.484952990583419,6627
classroom_FE_plus_career,PPA_REACHED_PERIOD,0.3664570261350364,0.04862451723649488,4.82878397362295e-14,0.27115472358585935,0.46175932868421343,6627
